,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
RUSK ,TOWN OF BIG BEND,TOWN OF BIG BEND Ward 1-2,265,167,90,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,265,167,90,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF BIG FALLS,TOWN OF BIG FALLS Ward 1,80,51,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,81,51,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF CEDAR RAPIDS,TOWN OF CEDAR RAPIDS Ward 1,26,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF DEWEY,TOWN OF DEWEY Ward 1,300,198,79,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,,300,198,79,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF FLAMBEAU,TOWN OF FLAMBEAU Ward 1-3,528,360,151,1,9,5,0,0,0,0,0,0,0,0,0,0,0,2,,530,363,150,1,9,5,0,0,0,0,0,0,0,0,0,0,0,2
RUSK ,TOWN OF GRANT,TOWN OF GRANT Ward 1-5,366,237,113,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1,,366,236,114,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1
RUSK ,TOWN OF GROW,TOWN OF GROW Ward 1,210,169,33,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,,210,169,33,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0
RUSK ,TOWN OF HAWKINS,TOWN OF HAWKINS Ward 1,69,43,21,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,,69,43,21,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
RUSK ,TOWN OF HUBBARD,TOWN OF HUBBARD Ward 1,98,69,21,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,,98,69,21,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF LAWRENCE,TOWN OF LAWRENCE Ward 1-2,129,92,26,0,6,2,0,0,0,2,0,0,0,0,0,0,0,1,,127,90,26,0,6,2,0,0,0,2,0,0,0,0,0,0,0,1
RUSK ,TOWN OF MARSHALL,TOWN OF MARSHALL Ward 1-2,203,148,47,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,,203,148,47,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0
RUSK ,TOWN OF MURRY,TOWN OF MURRY Ward 1,127,89,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,127,89,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF RICHLAND,TOWN OF RICHLAND Ward 1-2,110,64,39,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,110,64,39,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF RUSK,TOWN OF RUSK Ward 1,320,193,113,2,6,1,0,1,0,0,0,0,0,0,0,0,0,4,,320,193,113,2,6,1,0,1,0,0,0,0,0,0,0,0,0,4
RUSK ,TOWN OF SOUTH FORK,TOWN OF SOUTH FORK Ward 1,69,47,18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,69,47,18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF STRICKLAND,TOWN OF STRICKLAND Ward 1-2,167,92,64,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,,167,92,64,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF STUBBS,TOWN OF STUBBS Ward 1-2,314,202,98,3,3,7,0,0,0,0,0,0,0,0,0,0,0,1,,314,202,98,3,3,7,0,0,0,0,0,0,0,0,0,0,0,1
RUSK ,TOWN OF THORNAPPLE,TOWN OF THORNAPPLE Ward 1-5,419,315,91,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,419,316,90,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF TRUE,TOWN OF TRUE Ward 1,152,99,46,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,,152,99,46,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0
RUSK ,TOWN OF WASHINGTON,TOWN OF WASHINGTON Ward 1,222,131,80,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,,222,131,80,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2
RUSK ,TOWN OF WILKINSON,TOWN OF WILKINSON Ward 1,32,21,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,32,21,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
RUSK ,TOWN OF WILLARD,TOWN OF WILLARD Ward 1,237,166,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,237,166,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,TOWN OF WILSON,TOWN OF WILSON Ward 1,62,49,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,49,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF BRUCE,VILLAGE OF BRUCE Ward 1,347,211,121,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,,347,211,121,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF CONRATH,VILLAGE OF CONRATH Ward 1,41,22,15,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,41,22,15,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF GLEN FLORA,VILLAGE OF GLEN FLORA Ward 1,36,23,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,36,23,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF HAWKINS,VILLAGE OF HAWKINS Ward 1,149,94,51,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,150,94,52,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF INGRAM,VILLAGE OF INGRAM Ward 1,32,20,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,20,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF SHELDON,VILLAGE OF SHELDON Ward 1,98,65,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,98,65,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF TONY,VILLAGE OF TONY Ward 1,56,38,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,56,38,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,VILLAGE OF WEYERHAEUSER,VILLAGE OF WEYERHAEUSER Ward 1-2,105,56,43,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,105,56,43,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSK ,CITY OF LADYSMITH,CITY OF LADYSMITH Ward 1-15,1393,793,507,18,45,13,0,1,0,4,4,0,0,0,0,0,0,8,,1392,792,507,18,45,13,0,1,0,4,4,0,0,0,0,0,0,8
ST. CROIX ,TOWN OF BALDWIN,TOWN OF BALDWIN Wards 1-2,543,346,151,4,22,7,1,2,0,0,0,0,0,0,0,1,0,9,,544,346,151,4,22,7,1,2,0,1,2,0,0,0,0,1,0,7
ST. CROIX ,TOWN OF CADY,TOWN OF CADY Ward 1,471,306,131,10,16,4,1,0,0,1,0,0,0,0,0,0,0,2,,471,306,131,10,16,4,1,0,0,1,0,0,0,0,0,0,0,2
ST. CROIX ,TOWN OF CYLON,TOWN OF CYLON Ward 1,369,236,108,0,14,3,0,0,0,5,0,0,0,0,0,0,0,3,,369,236,108,0,14,3,0,0,0,5,0,0,0,0,0,0,0,3
ST. CROIX ,TOWN OF EAU GALLE,TOWN OF EAU GALLE Wards 1-2,660,397,210,3,37,8,0,1,0,0,0,0,0,0,0,0,0,4,,660,397,210,3,37,8,0,1,0,0,0,0,0,0,0,0,0,4
ST. CROIX ,TOWN OF EMERALD,TOWN OF EMERALD Ward 1,409,264,124,0,12,5,0,2,0,1,0,0,0,0,0,0,0,1,,410,264,124,0,12,5,0,2,0,1,0,0,0,0,0,0,0,2
ST. CROIX ,TOWN OF ERIN PRAIRIE,TOWN OF ERIN PRAIRIE Ward 1,395,240,129,3,10,5,0,0,0,1,0,0,0,0,0,0,0,7,,395,240,129,3,10,5,0,0,0,3,0,0,0,0,0,0,0,5
ST. CROIX ,TOWN OF FOREST,TOWN OF FOREST Ward 1,316,220,72,4,11,3,0,2,0,2,0,0,0,0,0,0,0,2,,316,220,72,4,11,3,0,2,0,3,0,0,0,0,0,0,0,1
ST. CROIX ,TOWN OF GLENWOOD,TOWN OF GLENWOOD Ward 1,377,262,92,1,16,3,1,0,0,2,0,0,0,0,0,0,0,0,,382,262,92,1,15,3,1,0,0,2,0,0,0,0,0,0,0,6
ST. CROIX ,TOWN OF HAMMOND,TOWN OF HAMMOND Wards 1-3,1258,836,311,7,78,15,1,3,0,1,0,0,0,0,0,0,0,6,,1253,834,311,8,78,15,1,3,0,1,0,0,0,0,0,0,0,2
ST. CROIX ,TOWN OF HUDSON,TOWN OF HUDSON Wards 1-14,5006,2867,1760,17,249,37,1,1,0,23,1,0,0,0,0,0,0,50,,5004,2866,1760,17,248,36,1,1,0,24,1,0,0,0,0,0,0,50
ST. CROIX ,TOWN OF KINNICKINNIC,TOWN OF KINNICKINNIC Wards 1-3,1065,561,419,0,48,15,1,1,0,4,0,0,0,0,1,0,0,15,,1059,561,419,0,48,15,1,1,0,6,0,0,0,0,3,0,0,5
ST. CROIX ,TOWN OF PLEASANT VALLEY,TOWN OF PLEASANT VALLEY Ward 1,273,145,110,3,10,2,0,0,0,2,0,0,0,0,0,0,0,1,,274,146,110,3,10,2,0,0,0,2,0,0,0,0,0,0,0,1
ST. CROIX ,TOWN OF RICHMOND,TOWN OF RICHMOND Wards 1-2,984,606,300,4,52,11,0,0,0,4,0,0,0,0,0,0,0,7,,987,606,300,4,52,10,0,0,0,4,0,0,0,0,0,0,0,11
ST. CROIX ,TOWN OF RICHMOND,TOWN OF RICHMOND Wards 3-5,915,544,275,6,65,18,0,1,0,2,0,0,0,0,0,0,0,4,,915,544,275,6,65,18,0,1,0,2,0,0,0,0,0,0,0,4
ST. CROIX ,TOWN OF RUSH RIVER,TOWN OF RUSH RIVER Ward 1,289,162,101,2,16,3,1,1,0,0,0,0,0,0,0,0,0,3,,291,162,101,2,16,3,1,1,0,0,0,0,0,0,0,0,0,5
ST. CROIX ,TOWN OF ST. JOSEPH,TOWN OF ST. JOSEPH Ward 1-6,2452,1375,908,5,110,24,1,4,0,7,0,0,0,0,0,0,0,18,,2452,1375,908,5,110,24,1,4,0,10,0,0,0,0,0,0,0,15
ST. CROIX ,TOWN OF SOMERSET,TOWN OF SOMERSET Wards 1-6,2343,1484,709,15,99,18,0,2,0,1,0,0,0,0,0,0,0,15,,2343,1484,709,15,99,18,0,2,0,1,0,0,0,0,0,0,0,15
ST. CROIX ,TOWN OF SPRINGFIELD,TOWN OF SPRINGFIELD Ward 1,501,317,148,8,21,4,0,0,0,0,0,0,0,0,0,0,0,3,,503,317,148,8,21,4,0,0,0,2,0,0,0,0,0,0,0,3
ST. CROIX ,TOWN OF STANTON,TOWN OF STANTON Ward 1,507,303,171,0,21,4,0,3,0,0,0,0,0,0,0,0,0,5,,508,303,172,0,21,4,0,3,0,0,0,0,0,0,0,0,0,5
ST. CROIX ,TOWN OF STAR PRAIRIE,TOWN OF STAR PRAIRIE Wards 1-6,1910,1213,571,15,82,16,0,1,0,2,0,0,0,0,0,0,0,10,,1912,1214,572,15,82,16,0,1,0,3,0,0,0,0,0,0,0,9
ST. CROIX ,TOWN OF TROY,TOWN OF TROY Ward 1-7,3228,1778,1219,19,137,22,0,2,0,12,0,0,0,0,0,0,0,39,,3229,1779,1219,19,137,22,0,2,0,12,0,0,0,0,0,0,0,39
ST. CROIX ,TOWN OF WARREN,TOWN OF WARREN Wards 1-3,993,633,294,4,39,8,0,3,0,8,0,0,0,0,0,0,0,4,,993,633,294,4,39,8,0,3,0,9,0,0,0,0,0,0,0,3
ST. CROIX ,VILLAGE OF BALDWIN,VILLAGE OF BALDWIN Ward 1-6,1927,1052,698,7,125,12,1,4,0,10,0,0,0,0,0,0,0,18,,1921,1052,698,7,125,12,1,4,0,14,1,0,0,0,0,0,0,7
ST. CROIX ,VILLAGE OF DEER PARK,VILLAGE OF DEER PARK Ward 1,112,82,21,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,112,82,21,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0
ST. CROIX ,VILLAGE OF HAMMOND,VILLAGE OF HAMMOND Wards 1-4,922,481,341,6,64,18,0,2,0,3,0,0,0,0,0,0,0,7,,922,481,341,6,64,18,0,2,0,2,0,0,0,0,0,0,0,8
ST. CROIX ,VILLAGE OF NORTH HUDSON,VILLAGE OF NORTH HUDSON Ward 1-6,2220,1106,929,14,99,26,1,1,0,15,0,0,0,0,0,0,0,29,,2223,1108,930,14,99,26,1,1,0,12,0,0,0,0,0,0,0,32
ST. CROIX ,VILLAGE OF ROBERTS,VILLAGE OF ROBERTS Wards 1-4,818,422,322,7,49,10,0,1,0,2,0,0,0,0,0,0,0,5,,818,422,322,7,49,10,0,1,0,2,0,0,0,0,0,0,0,5
ST. CROIX ,VILLAGE OF SOMERSET,VILLAGE OF SOMERSET Ward 1-4,1162,703,362,9,62,15,1,1,0,0,0,0,1,0,0,0,0,8,,1163,704,362,9,62,15,0,0,0,0,0,0,2,0,1,0,0,8
ST. CROIX ,VILLAGE OF STAR PRAIRIE,VILLAGE OF STAR PRAIRIE Ward 1,319,183,99,2,28,7,0,0,0,0,0,0,0,0,0,0,0,0,,319,183,99,2,28,7,0,0,0,0,0,0,0,0,0,0,0,0
ST. CROIX ,VILLAGE OF SPRING VALLEY,VILLAGE OF SPRING VALLEY Ward 3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST. CROIX ,VILLAGE OF WILSON,VILLAGE OF WILSON Ward 1,96,56,30,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,,97,57,30,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0
ST. CROIX ,VILLAGE OF WOODVILLE,VILLAGE OF WOODVILLE Ward 1-2,600,356,193,6,29,8,0,2,0,4,0,0,0,0,0,0,0,2,,600,356,193,6,29,8,0,2,0,3,0,0,0,0,0,0,0,3
ST. CROIX ,CITY OF GLENWOOD CITY,CITY OF GLENWOOD CITY Ward 1-2,559,338,186,3,15,7,3,2,0,2,0,0,0,0,0,0,0,3,,559,338,186,3,15,7,3,2,0,2,0,0,0,0,0,0,0,3
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 1-2,997,476,420,11,56,21,1,0,0,0,0,0,0,0,0,0,0,12,,997,476,420,11,56,21,1,0,0,3,0,0,0,0,0,0,0,9
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 3-4,1669,850,707,6,75,9,0,2,0,9,0,0,0,0,0,0,0,11,,1670,851,707,6,75,9,0,2,0,5,0,0,0,0,0,0,0,15
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 5-6,1221,522,609,8,51,11,0,0,0,6,0,0,0,0,0,0,0,14,,1221,522,609,8,51,11,0,0,0,6,0,0,0,0,1,0,0,13
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 7-8,1190,561,511,5,76,11,0,0,0,9,0,0,0,0,0,0,0,17,,1182,562,511,5,76,11,0,0,0,9,0,0,0,0,0,0,0,8
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 9-10,1197,444,645,2,56,20,1,0,0,11,0,0,0,1,0,0,0,17,,1204,444,646,2,56,20,1,0,0,18,0,0,0,1,0,0,0,16
ST. CROIX ,CITY OF HUDSON,CITY OF HUDSON Ward 11-12,1229,568,537,7,73,19,0,3,0,7,0,0,0,0,0,0,0,15,,1242,570,537,7,73,19,0,3,0,7,0,0,0,0,0,0,0,26
ST. CROIX ,CITY OF NEW RICHMOND,CITY OF NEW RICHMOND Wards 1-6,1907,974,778,17,84,31,1,3,0,0,0,0,0,0,0,0,0,19,,1902,973,777,17,84,31,1,3,0,3,0,0,0,0,0,0,0,13
ST. CROIX ,CITY OF NEW RICHMOND,CITY OF NEW RICHMOND Wards 7-12,2162,1128,856,15,111,19,2,8,0,5,0,0,0,0,0,0,0,18,,2152,1124,850,15,111,19,2,8,0,7,0,0,0,0,0,0,0,16
ST. CROIX ,CITY OF RIVER FALLS,"CITY OF RIVER FALLS Wards 1-4,15",1931,817,929,11,106,33,1,1,0,3,0,0,0,0,0,0,0,30,,1928,816,928,11,107,32,1,1,0,9,0,0,0,0,0,0,0,23
SAUK ,TOWN OF BARABOO,TOWN OF BARABOO Wards 1-4,1047,519,476,1,30,13,0,0,0,7,0,0,0,0,1,0,0,0,,1048,520,476,1,30,13,0,0,0,7,0,0,0,0,1,0,0,0
SAUK ,TOWN OF BEAR CREEK,TOWN OF BEAR CREEK Ward 1,343,150,174,0,13,5,1,0,0,0,0,0,0,0,0,0,0,0,,342,150,174,0,12,5,1,0,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF DELLONA,TOWN OF DELLONA Wards 1-2,888,488,354,2,30,11,1,2,0,0,0,0,0,0,0,0,0,0,,892,488,356,2,30,11,1,2,0,2,0,0,0,0,0,0,0,0
SAUK ,TOWN OF DELTON,TOWN OF DELTON Wards 1-4,1153,596,491,4,38,18,0,0,0,6,0,0,0,0,0,0,0,0,,1155,597,492,4,38,18,0,0,0,6,0,0,0,0,0,0,0,0
SAUK ,TOWN OF EXCELSIOR,TOWN OF EXCELSIOR Wards 1-3,911,514,359,5,18,13,2,0,0,0,0,0,0,0,0,0,0,0,,913,515,359,5,18,13,2,0,0,1,0,0,0,0,0,0,0,0
SAUK ,TOWN OF FAIRFIELD,TOWN OF FAIRFIELD Wards 1-2,655,333,296,3,15,7,0,1,0,0,0,0,0,0,0,0,0,0,,656,333,296,3,15,7,0,1,0,1,0,0,0,0,0,0,0,0
SAUK ,TOWN OF FRANKLIN,TOWN OF FRANKLIN Ward 1-3,377,173,184,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,,377,173,184,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF FREEDOM,TOWN OF FREEDOM Wards 1-2,259,142,100,2,7,7,1,0,0,0,0,0,0,0,0,0,0,0,,259,142,100,2,7,7,1,0,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF GREENFIELD,TOWN OF GREENFIELD Ward 1,576,280,265,2,21,8,0,0,0,0,0,0,0,0,0,0,0,0,,575,279,265,2,21,8,0,0,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF HONEY CREEK,TOWN OF HONEY CREEK Ward 1,422,192,200,3,13,7,1,0,0,6,0,0,0,0,0,0,0,0,,423,192,200,3,13,7,1,0,0,7,0,0,0,0,0,0,0,0
SAUK ,TOWN OF IRONTON,TOWN OF IRONTON Ward 1,270,165,85,3,10,5,0,1,0,1,0,0,0,0,0,0,0,0,,271,165,85,3,10,5,0,1,0,2,0,0,0,0,0,0,0,0
SAUK ,TOWN OF LA VALLE,TOWN OF LA VALLE Wards 1-3,792,460,291,2,25,10,0,1,0,3,0,0,0,0,0,0,0,0,,793,460,291,2,25,10,0,1,0,4,0,0,0,0,0,0,0,0
SAUK ,TOWN OF MERRIMAC,TOWN OF MERRIMAC Ward 1,670,323,313,2,24,4,0,3,0,1,0,0,0,0,0,0,0,0,,670,323,313,2,24,4,0,3,0,1,0,0,0,0,0,0,0,0
SAUK ,TOWN OF PRAIRIE DU SAC,TOWN OF PRAIRIE DU SAC Wards 1-2,643,311,298,1,24,6,0,1,0,2,0,0,0,0,0,0,0,0,,646,312,300,1,24,6,0,1,0,2,0,0,0,0,0,0,0,0
SAUK ,TOWN OF REEDSBURG,TOWN OF REEDSBURG Wards 1-3,659,388,236,2,20,7,2,2,0,2,0,0,0,0,0,0,0,0,,659,388,236,2,20,7,2,2,0,2,0,0,0,0,0,0,0,0
SAUK ,TOWN OF SPRING GREEN,TOWN OF SPRING GREEN Wards 1-4,991,451,493,4,28,13,0,0,0,2,0,0,0,0,0,0,0,0,,993,451,493,4,28,13,0,0,0,4,0,0,0,0,0,0,0,0
SAUK ,TOWN OF SUMPTER,TOWN OF SUMPTER Wards 1-3,381,184,170,3,15,8,0,1,0,0,0,0,0,0,0,0,0,0,,382,184,170,3,15,8,0,1,0,1,0,0,0,0,0,0,0,0
SAUK ,TOWN OF TROY,TOWN OF TROY Ward 1,448,235,190,2,16,4,0,1,0,0,0,0,0,0,0,0,0,0,,451,235,190,2,16,4,0,1,0,3,0,0,0,0,0,0,0,0
SAUK ,TOWN OF WASHINGTON,TOWN OF WASHINGTON Wards 1-2,372,212,140,2,16,0,2,0,0,0,0,0,0,0,0,0,0,0,,371,212,139,2,16,0,2,0,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF WESTFIELD,TOWN OF WESTFIELD Ward 1,285,171,95,4,13,0,1,1,0,0,0,0,0,0,0,0,0,0,,285,171,95,4,13,0,1,1,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF WINFIELD,TOWN OF WINFIELD Wards 1-2,497,282,183,7,15,5,0,5,0,0,0,0,0,0,0,0,0,0,,497,282,183,7,15,5,0,5,0,0,0,0,0,0,0,0,0,0
SAUK ,TOWN OF WOODLAND,TOWN OF WOODLAND Ward 1,354,206,135,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,,356,207,135,2,6,5,0,0,0,1,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF CAZENOVIA,VILLAGE OF CAZENOVIA Ward 2,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF IRONTON,VILLAGE OF IRONTON Ward 1,99,61,32,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,99,61,32,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF LAKE DELTON,VILLAGE OF LAKE DELTON Wards 1-3,1165,568,537,7,29,14,3,2,0,5,0,0,0,0,0,0,0,0,,1166,568,537,7,29,14,3,2,0,6,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF LAVALLE,VILLAGE OF LAVALLE Ward 1,174,102,60,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,,174,102,60,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF LIME RIDGE,VILLAGE OF LIME RIDGE Ward 1,89,48,37,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,,89,48,37,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF LOGANVILLE,VILLAGE OF LOGANVILLE Ward 1,151,88,46,1,8,5,0,3,0,0,0,0,0,0,0,0,0,0,,151,88,46,1,8,5,0,3,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF MERRIMAC,VILLAGE OF MERRIMAC Ward 1,280,147,118,2,9,3,0,1,0,0,0,0,0,0,0,0,0,0,,280,147,118,2,9,3,0,1,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF NORTH FREEDOM,VILLAGE OF NORTH FREEDOM Ward 1,282,159,98,2,12,6,0,5,0,0,0,0,0,0,0,0,0,0,,283,159,98,2,12,6,0,5,0,1,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF PLAIN,VILLAGE OF PLAIN Ward 1,402,207,180,3,8,3,0,0,0,1,0,0,0,0,0,0,0,0,,402,207,180,3,8,3,0,0,0,1,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF PRAIRIE DU SAC,VILLAGE OF PRAIRIE DU SAC Wards 1-4,2280,816,1325,14,91,28,1,1,0,2,2,0,0,0,0,0,0,0,,2292,820,1324,14,91,28,1,1,0,11,2,0,0,0,0,0,0,0
SAUK ,VILLAGE OF ROCK SPRINGS,VILLAGE OF ROCK SPRINGS Ward 1,169,101,49,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,,169,101,49,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF SAUK CITY,VILLAGE OF SAUK CITY Wards 1-5,1846,645,1095,8,64,27,3,0,0,4,0,0,0,0,0,0,0,0,,1847,646,1094,8,63,27,3,0,0,6,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF SPRING GREEN,VILLAGE OF SPRING GREEN Wards 1-2,899,271,573,1,33,12,0,3,0,6,0,0,0,0,0,0,0,0,,899,271,573,1,33,12,0,3,0,6,0,0,0,0,0,0,0,0
SAUK ,VILLAGE OF WEST BARABOO,VILLAGE OF WEST BARABOO Ward 1-2,686,326,312,4,25,16,1,0,0,2,0,0,0,0,0,0,0,0,,685,325,312,4,25,16,1,0,0,2,0,0,0,0,0,0,0,0
SAUK ,CITY OF BARABOO,CITY OF BARABOO Ward 1-14,5639,2361,2901,26,217,96,4,16,0,16,1,0,1,0,0,0,0,0,,5643,2361,2900,26,217,96,4,16,0,20,1,0,2,0,0,0,0,0
SAUK ,CITY OF REEDSBURG,"CITY OF REEDSBURG Wards 1-3,13",923,476,402,3,30,10,0,1,0,1,0,0,0,0,0,0,0,0,,922,476,401,3,30,10,0,1,0,1,0,0,0,0,0,0,0,0
SAUK ,CITY OF REEDSBURG,"CITY OF REEDSBURG Wards 4,6,14",1083,553,458,3,54,10,0,1,0,4,0,0,0,0,0,0,0,0,,1086,555,458,3,54,10,0,1,0,5,0,0,0,0,0,0,0,0
SAUK ,CITY OF REEDSBURG,"CITY OF REEDSBURG Wards 5,7-9",1290,645,572,7,50,13,0,0,0,3,0,0,0,0,0,0,0,0,,1291,645,570,7,49,13,0,0,0,7,0,0,0,0,0,0,0,0
SAUK ,CITY OF REEDSBURG,CITY OF REEDSBURG Wards 10-12,772,397,328,6,23,17,0,1,0,0,0,0,0,0,0,0,0,0,,769,395,328,5,23,17,0,1,0,0,0,0,0,0,0,0,0,0
SAUK ,CITY OF WISCONSIN DELLS,CITY OF WISCONSIN DELLS Ward 4,86,41,38,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,86,41,38,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
SAUK ,CITY OF WISCONSIN DELLS,"CITY OF WISCONSIN DELLS Wards 8,10",3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SAWYER ,TOWN OF BASS LAKE,TOWN OF BASS LAKE Wards 1-5,1283,560,658,2,22,20,1,0,0,1,0,0,0,0,0,0,0,19,,1291,560,659,2,22,20,1,0,0,1,0,0,0,0,0,0,0,26
SAWYER ,TOWN OF COUDERAY,TOWN OF COUDERAY Ward 1,151,73,71,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,151,73,71,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
SAWYER ,TOWN OF DRAPER,TOWN OF DRAPER Ward 1,144,86,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,,144,86,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2
SAWYER ,TOWN OF EDGEWATER,TOWN OF EDGEWATER Wards 1-2,336,226,95,1,12,1,0,0,0,0,0,0,0,0,0,0,0,1,,337,227,95,1,12,1,0,0,0,0,0,0,0,0,0,0,0,1
